label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125
good,0.0,0.0,0.0,-0.09974674135446548,-0.23621445894241333,-0.09825407713651657,-0.09569691866636276,-0.5573992133140564,-0.1384495496749878,-0.07360129058361053,-0.7956986427307129,-0.17232511937618256,-0.10747598111629486,-0.9767417907714844,-0.18553777039051056,0.17019513249397278,-0.6809815764427185,-0.03519663214683533,0.15045641362667084,-0.7119378447532654,-0.13792942464351654,0.0627116709947586,-0.5518897771835327,-0.18568281829357147,0.06714397668838501,-0.5155976414680481,-0.21188457310199738,0.2862899899482727,-0.5699384212493896,-0.03659370541572571,0.23854246735572815,-0.545779287815094,-0.14545029401779175,0.10339397937059402,-0.3892754316329956,-0.15961039066314697,0.12395759671926498,-0.4006452262401581,-0.14878611266613007,0.35267090797424316,-0.40795883536338806,-0.060853999108076096,0.2925592064857483,-0.35922130942344666,-0.17204974591732025,0.15451888740062714,-0.2550168037414551,-0.13937091827392578,0.1751841902732849,-0.2880711853504181,-0.09650777280330658,0.3885641098022461,-0.24189148843288422,-0.09589207172393799,0.31467917561531067,-0.18917213380336761,-0.1609489768743515,0.2078896164894104,-0.13382427394390106,-0.1415526419878006,0.21879149973392487,-0.1639789491891861,-0.11438088119029999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09811345487833023,-0.23917101323604584,-0.09704700857400894,-0.09329391270875931,-0.5544505715370178,-0.14121901988983154,-0.07419755309820175,-0.789764940738678,-0.18040788173675537,-0.1080721989274025,-0.9738587737083435,-0.19979867339134216,0.1728680431842804,-0.6677539348602295,-0.04599694162607193,0.15766456723213196,-0.7044296860694885,-0.15274573862552643,0.06167646497488022,-0.548109233379364,-0.20209373533725739,0.06148594245314598,-0.5064030885696411,-0.22930409014225006,0.2906126379966736,-0.5541063547134399,-0.05042898654937744,0.23903006315231323,-0.5230149626731873,-0.16206376254558563,0.09480974823236465,-0.3761459290981293,-0.17691899836063385,0.11587713658809662,-0.38779109716415405,-0.16785657405853271,0.3570675849914551,-0.3886927664279938,-0.07723433524370193,0.29871031641960144,-0.34191250801086426,-0.19242572784423828,0.15341077744960785,-0.2455294281244278,-0.159748375415802,0.17295381426811218,-0.27588894963264465,-0.11746639013290405,0.39268285036087036,-0.22035521268844604,-0.11453317850828171,0.3203078508377075,-0.16767288744449615,-0.18474280834197998,0.20841148495674133,-0.11980758607387543,-0.16648732125759125,0.21750572323799133,-0.1497647613286972,-0.1399572491645813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09650640189647675,-0.24152721464633942,-0.09786064177751541,-0.0905713140964508,-0.5598297119140625,-0.14107659459114075,-0.06848377734422684,-0.7943257093429565,-0.17800723016262054,-0.1034289076924324,-0.9754031896591187,-0.194656640291214,0.1757124960422516,-0.6704657077789307,-0.04381600022315979,0.1602882593870163,-0.7139319777488708,-0.1447446495294571,0.06706883758306503,-0.5498254299163818,-0.19186340272426605,0.06503309309482574,-0.5006660223007202,-0.21799995005130768,0.2918834984302521,-0.5566099882125854,-0.04534139111638069,0.2425859272480011,-0.5418930649757385,-0.15011772513389587,0.1016049012541771,-0.38623926043510437,-0.1623610407114029,0.12019237130880356,-0.38933485746383667,-0.15235963463783264,0.3561828136444092,-0.39013782143592834,-0.06874172389507294,0.30736634135246277,-0.36311280727386475,-0.17711862921714783,0.16450828313827515,-0.2617461681365967,-0.1415940225124359,0.1823323667049408,-0.2816021740436554,-0.0983102098107338,0.3891238868236542,-0.22027358412742615,-0.1026400551199913,0.32285475730895996,-0.18615907430648804,-0.16859453916549683,0.21351438760757446,-0.13829967379570007,-0.14769330620765686,0.22336898744106293,-0.16112926602363586,-0.11956991255283356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.0926472395658493,-0.2392691671848297,-0.09055840224027634,-0.08641931414604187,-0.5600730776786804,-0.13021382689476013,-0.06591781228780746,-0.7969610095024109,-0.16574817895889282,-0.10111875832080841,-0.9780395030975342,-0.18224623799324036,0.1868439018726349,-0.6737446188926697,-0.034134797751903534,0.17133688926696777,-0.7167835831642151,-0.13549211621284485,0.07866521924734116,-0.560369074344635,-0.1825881451368332,0.07631947100162506,-0.512286365032196,-0.2073965072631836,0.3020745515823364,-0.5587477087974548,-0.03844181075692177,0.2520757019519806,-0.540675163269043,-0.1422925442457199,0.11149366945028305,-0.3888840973377228,-0.15435582399368286,0.12664653360843658,-0.39130622148513794,-0.14323577284812927,0.3657251298427582,-0.3943038582801819,-0.06455027312040329,0.30674687027931213,-0.3530709743499756,-0.17239581048488617,0.16599251329898834,-0.2517104744911194,-0.13914573192596436,0.18182480335235596,-0.27336207032203674,-0.09631896764039993,0.39958176016807556,-0.22602395713329315,-0.10044485330581665,0.3267790675163269,-0.18345758318901062,-0.1617973893880844,0.217609241604805,-0.13021622598171234,-0.1395597755908966,0.22488898038864136,-0.15178000926971436,-0.11045830696821213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09592657536268234,-0.2298150211572647,-0.10044969618320465,-0.08973538875579834,-0.5542398691177368,-0.1418398916721344,-0.06976837664842606,-0.7932879328727722,-0.17613020539283752,-0.0981806293129921,-0.9769361615180969,-0.18962180614471436,0.17870019376277924,-0.6861538290977478,-0.03910127654671669,0.15578463673591614,-0.7071710228919983,-0.13965892791748047,0.06279556453227997,-0.5480713248252869,-0.1846487671136856,0.06720976531505585,-0.5167190432548523,-0.209123432636261,0.2938179671764374,-0.5707152485847473,-0.03928517922759056,0.24209286272525787,-0.5337135195732117,-0.14543220400810242,0.09901433438062668,-0.3792582154273987,-0.15760110318660736,0.11894823610782623,-0.3949585556983948,-0.14606858789920807,0.3605872690677643,-0.4049178659915924,-0.06204663962125778,0.3016662895679474,-0.3511030972003937,-0.17381788790225983,0.15653817355632782,-0.2470749318599701,-0.13923951983451843,0.17595455050468445,-0.27986595034599304,-0.0948168933391571,0.3991367518901825,-0.23645173013210297,-0.09544527530670166,0.33258023858070374,-0.19115304946899414,-0.16226699948310852,0.21801716089248657,-0.1336415857076645,-0.14001023769378662,0.22440680861473083,-0.16001974046230316,-0.10987229645252228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09466976672410965,-0.23458370566368103,-0.09436913579702377,-0.08987908810377121,-0.5603522658348083,-0.13371296226978302,-0.07347579300403595,-0.7983775734901428,-0.1677616536617279,-0.10607366263866425,-0.9776368737220764,-0.1815887689590454,0.166388139128685,-0.6667423248291016,-0.04134681820869446,0.16109509766101837,-0.7217169404029846,-0.14757877588272095,0.06818604469299316,-0.5559584498405457,-0.19480541348457336,0.06275209784507751,-0.5057385563850403,-0.21843959391117096,0.2777678668498993,-0.5475394129753113,-0.044521939009428024,0.25055304169654846,-0.5462039113044739,-0.15725745260715485,0.10911761224269867,-0.38465213775634766,-0.17010438442230225,0.11924468725919724,-0.3863969147205353,-0.15739195048809052,0.34335091710090637,-0.38580378890037537,-0.0700075626373291,0.30352166295051575,-0.35545384883880615,-0.18535813689231873,0.1616746187210083,-0.24832338094711304,-0.15126003324985504,0.17291797697544098,-0.2742590606212616,-0.10572399199008942,0.3824119567871094,-0.22209131717681885,-0.10518045723438263,0.32933276891708374,-0.18828855454921722,-0.17047809064388275,0.21683791279792786,-0.131923645734787,-0.14700040221214294,0.21722427010536194,-0.15826724469661713,-0.11630599200725555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09703588485717773,-0.2294132262468338,-0.10124929994344711,-0.08991283178329468,-0.5515086054801941,-0.1431414783000946,-0.07035181671380997,-0.7906195521354675,-0.17840245366096497,-0.10250028967857361,-0.975805938243866,-0.19312305748462677,0.18596018850803375,-0.6762117147445679,-0.03966889902949333,0.15808308124542236,-0.7095161080360413,-0.14435259997844696,0.06576165556907654,-0.5513058304786682,-0.19541043043136597,0.06829973310232162,-0.5063963532447815,-0.2241770178079605,0.30373337864875793,-0.5690090656280518,-0.03994952514767647,0.23991608619689941,-0.5283969640731812,-0.15092240273952484,0.0979355201125145,-0.37564244866371155,-0.16836166381835938,0.11833884567022324,-0.3806568384170532,-0.1600060909986496,0.36877259612083435,-0.4060628414154053,-0.06330838054418564,0.29576611518859863,-0.34180185198783875,-0.17742939293384552,0.15456551313400269,-0.2453019917011261,-0.14879360795021057,0.1758657842874527,-0.2756800353527069,-0.10821963846683502,0.4039655327796936,-0.23837846517562866,-0.09776050597429276,0.3216284513473511,-0.1738787293434143,-0.16785863041877747,0.208896204829216,-0.12753379344940186,-0.1531512290239334,0.21537569165229797,-0.16135092079639435,-0.1282946765422821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09704849869012833,-0.23704317212104797,-0.09539366513490677,-0.09006299823522568,-0.5610596537590027,-0.1348562240600586,-0.07137691229581833,-0.7971934080123901,-0.1691267192363739,-0.10602398216724396,-0.9772635698318481,-0.18361642956733704,0.16915364563465118,-0.6658543944358826,-0.03604534640908241,0.15946294367313385,-0.7148323059082031,-0.13588382303714752,0.0652560368180275,-0.5544530749320984,-0.18084247410297394,0.06187538057565689,-0.5069612860679626,-0.20428824424743652,0.2815081775188446,-0.5507627129554749,-0.03755906596779823,0.2413930892944336,-0.5407860279083252,-0.1419205218553543,0.10104013234376907,-0.38840386271476746,-0.15427342057228088,0.11938419938087463,-0.39318951964378357,-0.14326441287994385,0.34570884704589844,-0.3897444009780884,-0.061242327094078064,0.3013886511325836,-0.3614114224910736,-0.1690535843372345,0.15919934213161469,-0.26058417558670044,-0.13432972133159637,0.17656496167182922,-0.2828246057033539,-0.09044180065393448,0.3812682032585144,-0.22719654440879822,-0.09513717889785767,0.3240417242050171,-0.19640223681926727,-0.15657877922058105,0.21442608535289764,-0.1434977501630783,-0.13269758224487305,0.22190511226654053,-0.16309016942977905,-0.10250400006771088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09551382809877396,-0.23188883066177368,-0.09682196378707886,-0.08947024494409561,-0.5552284121513367,-0.13898272812366486,-0.06866448372602463,-0.794498860836029,-0.17530834674835205,-0.10532001405954361,-0.9757417440414429,-0.1919262409210205,0.17129956185817719,-0.6737462878227234,-0.044477809220552444,0.16485902667045593,-0.7131789326667786,-0.14884279668331146,0.06998488306999207,-0.5529167056083679,-0.1957968920469284,0.06420424580574036,-0.5079821348190308,-0.22091136872768402,0.2860708236694336,-0.5553120374679565,-0.04829753562808037,0.2525409460067749,-0.5358040928840637,-0.15957531332969666,0.10814186185598373,-0.38234198093414307,-0.17369112372398376,0.11888354271650314,-0.3902437090873718,-0.1629360169172287,0.3519321084022522,-0.3891236484050751,-0.07400818169116974,0.3091663122177124,-0.3459916114807129,-0.18822920322418213,0.1628444939851761,-0.24359168112277985,-0.15430772304534912,0.1740502417087555,-0.2743658125400543,-0.11014806479215622,0.38911139965057373,-0.22055783867835999,-0.10983142256736755,0.33047929406166077,-0.1734786331653595,-0.17697207629680634,0.21850228309631348,-0.11814681440591812,-0.15486128628253937,0.22426073253154755,-0.14792615175247192,-0.12533310055732727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09784345328807831,-0.24522292613983154,-0.09864980727434158,-0.0908486470580101,-0.5610070824623108,-0.14078649878501892,-0.07025597244501114,-0.7948326468467712,-0.17677141726016998,-0.10190189629793167,-0.9761949777603149,-0.1914663165807724,0.1805618852376938,-0.6831346750259399,-0.037296950817108154,0.15599632263183594,-0.7173396944999695,-0.13763229548931122,0.061696093529462814,-0.5534303784370422,-0.18311066925525665,0.07267217338085175,-0.5185327529907227,-0.2096920907497406,0.29237037897109985,-0.5698975324630737,-0.039226382970809937,0.23801358044147491,-0.5509026646614075,-0.1497238278388977,0.09407196193933487,-0.39597412943840027,-0.16287705302238464,0.12276170402765274,-0.40208160877227783,-0.15179646015167236,0.35358232259750366,-0.4066602289676666,-0.063694529235363,0.2953863739967346,-0.3713476061820984,-0.17658567428588867,0.14609411358833313,-0.2662220299243927,-0.1393076330423355,0.17168284952640533,-0.2893391251564026,-0.09323983639478683,0.38560664653778076,-0.2400578409433365,-0.09935899823904037,0.31519651412963867,-0.19542111456394196,-0.1668468713760376,0.2022653967142105,-0.14393742382526398,-0.14610294997692108,0.21706745028495789,-0.16839323937892914,-0.11766955256462097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09521622955799103,-0.24173705279827118,-0.09258601814508438,-0.09506333619356155,-0.5566556453704834,-0.13420718908309937,-0.07625183463096619,-0.7939853668212891,-0.17113447189331055,-0.10584006458520889,-0.9762178063392639,-0.1891998052597046,0.16331027448177338,-0.6633129715919495,-0.04237034544348717,0.15690039098262787,-0.7158563137054443,-0.1456708014011383,0.06647109240293503,-0.5583092570304871,-0.1923692375421524,0.06610459089279175,-0.51312655210495,-0.21715110540390015,0.273537814617157,-0.543471097946167,-0.04629063978791237,0.24370703101158142,-0.547296941280365,-0.15755824744701385,0.10234621167182922,-0.3919699490070343,-0.17143212258815765,0.11552055180072784,-0.3888794481754303,-0.1609201431274414,0.3404087722301483,-0.38462385535240173,-0.07145322114229202,0.30893632769584656,-0.36788296699523926,-0.18796497583389282,0.16074049472808838,-0.2626720070838928,-0.15373504161834717,0.16807562112808228,-0.2794664800167084,-0.10796648263931274,0.38053444027900696,-0.22065035998821259,-0.10575440526008606,0.3391174077987671,-0.20144188404083252,-0.1739427149295807,0.2217732071876526,-0.14699701964855194,-0.14961843192577362,0.21644508838653564,-0.16395768523216248,-0.11766057461500168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09753524512052536,-0.23671475052833557,-0.0982375219464302,-0.08876494318246841,-0.5615887641906738,-0.1396704614162445,-0.06593495607376099,-0.7966575026512146,-0.17396213114261627,-0.10211258381605148,-0.9768590927124023,-0.18793468177318573,0.18276390433311462,-0.6801468729972839,-0.04379171133041382,0.1579888015985489,-0.711870551109314,-0.14112918078899384,0.06335923820734024,-0.5510020852088928,-0.18366749584674835,0.0701947882771492,-0.5140125751495361,-0.2069946825504303,0.2975653409957886,-0.5669825673103333,-0.043881986290216446,0.24235710501670837,-0.5383664965629578,-0.1464150995016098,0.09957385063171387,-0.3857037127017975,-0.15614846348762512,0.12341903150081635,-0.3946315050125122,-0.14361150562763214,0.36163434386253357,-0.4026021957397461,-0.06541730463504791,0.2989557087421417,-0.35596439242362976,-0.17221835255622864,0.15310832858085632,-0.25391045212745667,-0.13543738424777985,0.17602109909057617,-0.2785048484802246,-0.0906297042965889,0.39681193232536316,-0.23635739088058472,-0.09751006215810776,0.32611873745918274,-0.1923370659351349,-0.16012097895145416,0.21269674599170685,-0.13847455382347107,-0.13659709692001343,0.22267499566078186,-0.15897102653980255,-0.10622861981391907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09493592381477356,-0.2449064701795578,-0.09251715987920761,-0.09025995433330536,-0.5636304616928101,-0.13233330845832825,-0.06825127452611923,-0.7981806397438049,-0.16819040477275848,-0.10082599520683289,-0.9775723814964294,-0.18489548563957214,0.16369372606277466,-0.6640769839286804,-0.03381979838013649,0.1611872911453247,-0.7162421941757202,-0.13473853468894958,0.06386595964431763,-0.5604326725006104,-0.1807112693786621,0.060234274715185165,-0.5129518508911133,-0.20388741791248322,0.27405035495758057,-0.5416759252548218,-0.037143491208553314,0.24430684745311737,-0.5427337288856506,-0.1395779848098755,0.10113631188869476,-0.3947904706001282,-0.15014632046222687,0.12029353529214859,-0.39474400877952576,-0.13820114731788635,0.3378542363643646,-0.37601161003112793,-0.06264247745275497,0.31004878878593445,-0.36224600672721863,-0.16927728056907654,0.16490396857261658,-0.26542022824287415,-0.1327604055404663,0.1794804334640503,-0.2791571021080017,-0.08720111846923828,0.37250828742980957,-0.20848804712295532,-0.09791232645511627,0.3276488184928894,-0.19109809398651123,-0.1566927433013916,0.21757285296916962,-0.1444530487060547,-0.12964151799678802,0.22202350199222565,-0.1574927717447281,-0.09706150740385056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.0940358117222786,-0.23508533835411072,-0.09675963968038559,-0.08670830726623535,-0.5599418878555298,-0.13799907267093658,-0.06609167903661728,-0.7976992130279541,-0.17315572500228882,-0.09695574641227722,-0.9773505330085754,-0.18810999393463135,0.17303597927093506,-0.6690583229064941,-0.044605519622564316,0.16727812588214874,-0.716058611869812,-0.1466144472360611,0.07193545252084732,-0.5490670204162598,-0.18924596905708313,0.07162865251302719,-0.5100341439247131,-0.21109183132648468,0.2865504324436188,-0.5490202903747559,-0.04663706198334694,0.2544422447681427,-0.543185830116272,-0.1561785787343979,0.10907533764839172,-0.37921980023384094,-0.16609300673007965,0.12357080727815628,-0.38677772879600525,-0.15171995759010315,0.354065477848053,-0.38542860746383667,-0.07051141560077667,0.3170173466205597,-0.35935643315315247,-0.18593208491802216,0.16809450089931488,-0.24530179798603058,-0.14781199395656586,0.18035803735256195,-0.26874232292175293,-0.09949230402708054,0.3949173092842102,-0.2199791818857193,-0.10398361086845398,0.34418970346450806,-0.19100713729858398,-0.17191295325756073,0.2285521924495697,-0.12780208885669708,-0.14620903134346008,0.23138584196567535,-0.14863356947898865,-0.11309362202882767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09847269207239151,-0.2347194254398346,-0.10339968651533127,-0.093694768846035,-0.5520163774490356,-0.14889007806777954,-0.07167542725801468,-0.7902773022651672,-0.18750356137752533,-0.10067200660705566,-0.9736120104789734,-0.20480410754680634,0.1556069552898407,-0.6697978973388672,-0.047029972076416016,0.1652982234954834,-0.7190417051315308,-0.15067370235919952,0.07024983316659927,-0.553997814655304,-0.19272635877132416,0.06585489213466644,-0.5145283341407776,-0.21383734047412872,0.27195295691490173,-0.5507510304450989,-0.045360367745161057,0.24910694360733032,-0.5470265746116638,-0.15873514115810394,0.10370712727308273,-0.3859758675098419,-0.16872259974479675,0.11909417808055878,-0.3986622989177704,-0.15368355810642242,0.3431749939918518,-0.3925914764404297,-0.06663578748703003,0.3126094341278076,-0.3648090362548828,-0.18398727476596832,0.16224680840969086,-0.25244492292404175,-0.14506343007087708,0.17454209923744202,-0.2820875346660614,-0.09586385637521744,0.38713160157203674,-0.23242388665676117,-0.09842846542596817,0.34351956844329834,-0.19722360372543335,-0.16676494479179382,0.2302693873643875,-0.1327502578496933,-0.142327219247818,0.23521824181079865,-0.1570090800523758,-0.11040733754634857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,-0.09459362179040909,-0.2345036268234253,-0.09935906529426575,-0.08613045513629913,-0.554786205291748,-0.14217016100883484,-0.06501191854476929,-0.7939128279685974,-0.17885293066501617,-0.1018608808517456,-0.9753925204277039,-0.19553449749946594,0.16390104591846466,-0.6672594547271729,-0.045368507504463196,0.17230172455310822,-0.7185001969337463,-0.15214627981185913,0.07446959614753723,-0.5543424487113953,-0.19978149235248566,0.06419073045253754,-0.5071308612823486,-0.22471781075000763,0.28074005246162415,-0.5510427951812744,-0.04693341255187988,0.26079341769218445,-0.54986971616745,-0.16074664890766144,0.11398717761039734,-0.38714638352394104,-0.1739937663078308,0.12197890877723694,-0.38815945386886597,-0.16149452328681946,0.3495369553565979,-0.3912867605686188,-0.0711359903216362,0.317386269569397,-0.3643363416194916,-0.1884053647518158,0.16672636568546295,-0.2528049647808075,-0.15284225344657898,0.17138072848320007,-0.27390921115875244,-0.10606560111045837,0.3904179632663727,-0.2277238368988037,-0.105572909116745,0.33814752101898193,-0.19165292382240295,-0.17517472803592682,0.22138532996177673,-0.13269980251789093,-0.15301081538200378,0.21775546669960022,-0.15738610923290253,-0.12268714606761932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
